"subject","predicate","object","direction","evidence","sentence","article","network"
"INS","mediated by","EREG","left","positive","The ability of the pure anti-estrogen to completely block the effect of both E2 and BPA indicates that the action performed on insulin content is mediated by a classical ER.An increment in the insulin content of every ?-cell within an islet causes it to release a higher amount of insulin every time it is stimulated (Marban et al. 1989).","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"CALM3","dependent","PL-5283","right","positive","MLCK is a Ca2+/calmodulin-dependent protein kinase that regulates a variety of cellular functions, such as, muscle contraction and cell migration.","","First Network"
"PIK3CD","stimulates","RORC","right","positive","In glioma models, coactivation of EGFR-Ras and PI3K stimulates Tor, and in humans, Tor activity is correlated with poor patient prognosis.","","First Network"
"NT5E","dependent","CXCL1","right","positive","To circumvent this problem, we made use of the fact that the activity of Slp1, Brk and En is dependent on the transcriptional co-repressor Groucho (Gro).","","First Network"
"SLC10A3","product of","PI3","right","positive","For example, the pleckstrin-homology domain (PH domain) of AKT (protein kinase B) specifically binds to phosphatidylinositol-(3,4,5)-trisphosphate (PtdIns(3,4,5)P3) that is the product of PI3-kinase.","","First Network"
"AKAP2","transcripition","NFIB","right","positive","The cascade of subsequent events and inflammation plays a key role in the activation of mitogen-activating protein kinase (MAPK), redox-sensitive transcription factors, nuclear factor kappa B (NF-?B), and activating protein-1 (AP-1), thereby promoting pulmonary inflammation that leads to cardiac events.","","First Network"
"SYNM","found in","PHLDA2","right","positive","At the 14th day, SYN distribution in the OPL and ONL returned to normal pattern (Fig.�1F, L, M). SYN immunoreactivity was also found in IPL and it also showed a slight increase of gray value at the 3rd, 7th and 14th day after HIOP.","","First Network"
"SYNM","found in","PHLDA2","right","positive","At the 14th day, SYN distribution in the OPL and ONL returned to normal pattern (Fig.�1F, L, M). SYN immunoreactivity was also found in IPL and it also showed a slight increase of gray value at the 3rd, 7th and 14th day after HIOP.","","First Network"
"HIF1A","modulates","EREG","right","positive","In order to determine whether HIF-1 modulates ER stress in response to nutritional variations, we examined the mRNA levels of hsp-4, which encodes an ER chaperone BiP ortholog in C. elegans.","","First Network"
"SKP2","ubiquitinated by","APC","left","positive","Skp2 is in turn ubiquitinated by the APC/C.","","First Network"
"CAA","requires","TIMP1","right","positive","The U.S. Clean Air Act (CAA) requires that the EPA set National Ambient Air Quality Standards (NAAQS) for six criteria pollutants: carbon monoxide, lead, nitrogen dioxide, ozone, sulfur oxides, and PM.","","First Network"
"EREG","associated","PTPN1","right","positive","The cytoplasmic, ER membrane-associated phosphatase PTP1B (Fig.�3) is overexpressed in several tumors, including mammary and ovary carcinomas, but it is unclear as yet whether it should be viewed as a potential oncogene or a tumor suppressor.","","First Network"
"HSPA4","interacts with","PRNP","right","positive","Remarkably, the molecular chaperone Hsp70 directly interacts with PrP, prevents the accumulation of misfolded isoforms and reduces its neurotoxicity in neurons of the fly brain.","","First Network"
"HSPA4","bind","PRNP","right","positive","Thus, chaperone complexes that contain Hsp70 could bind PrP and directly modulate PrP conformation, stability and/or degradation in concert with the ubiquitin-proteasome complex.","","First Network"
"NFIB","response to","IL1B","right","positive","A reduction in the increase in NF-?B (nuclear factor kappa B) activity in response to interleukin 1? (IL1B) treatment was seen in arsenical-exposed cells.","","First Network"
"NDRG1","associated with","HCC","right","positive","For example, the increased expression of the N-myc downstream regulated gene 1 (NDRG1) is associated with HCC formation.","","First Network"
"MYC","activation","HRAS","right","positive","In addition to c-myc overexpression, the activation of various oncogenes such as k-ras and c-met was also evident following trans-placental arsenic exposure, as seen with arsenic-transformed rat liver cells (Chen et al. 2001a).","","First Network"
"DMD","control","FN1","right","positive","However, the OAH-affected hips had 4% higher, 8% lower, and 5% lower BMD than the corresponding control hips at the FN, TR, and TH, respectively (Table 2).","","First Network"
"GRN","found in","EREG","right","positive","It is not known whether it would detect an immature form of the protein, namely the conformation of PGRN found in the ER/Golgi compartment before N-glycosylation and formation of disulfide bridges have been completed.","","First Network"
"EREG","activated","AHR","right","positive","To address the influence of spatial and temporal factors and to examine the potential biologic activity of the gas phase of organic contaminants in ambient air, we subjected extracts of particulate- and gas-phase ambient air samples, collected from both urban and rural locations in two seasons (winter and summer) over 2 years, to estrogen receptor (ER) chemically activated luciferase expression (CALUX) and aryl hydrocarbon receptor (AHR) CALUX cell bioassays.","","First Network"
"SNORD12C","inhibited by","EREG","left","positive","We then tested if the effects of E2 would be inhibited by the pure ER antagonist, ICI182,780 (3 ?M) or the estrogen receptor modulator, tamoxifen (1 ?M), which antagonises estrogen responses in many tissues.","","First Network"
"CALM3","dependent","GOLGA5","right","positive","This receptor subunit is a substrate of calcium/calmodulin-dependent protein kinase II (CaMKII) which is up-regulated in the retina of the rdta mice.","","First Network"
"CALM3","dependent","GOLGA5","right","positive","This receptor subunit is a substrate of calcium/calmodulin-dependent protein kinase II (CaMKII) which is up-regulated in the retina of the rdta mice.","","First Network"
"CALM3","dependent","GOLGA5","right","positive","This receptor subunit is a substrate of calcium/calmodulin-dependent protein kinase II (CaMKII) which is up-regulated in the retina of the rdta mice.","","First Network"
"CALM3","dependent","GOLGA5","right","positive","This receptor subunit is a substrate of calcium/calmodulin-dependent protein kinase II (CaMKII) which is up-regulated in the retina of the rdta mice.","","First Network"
"KCNQ1","involved in","KCNK1","right","positive","The KvLQT1 gene is involved in a voltage-gated potassium channel.","","First Network"
"SH2B3","causes","PIK3CD","right","positive","Whereas the tGPH reporter localized to the membrane in wild-type cells (Figure 4A), the GFP signal was predominantly observed in the cytoplasm in lnk mutant cells (Figure 4B and 4C), indicating that the loss of lnk function causes a reduction of PI3K signaling activity.","","First Network"
"SH2B3","activation","PIK3CD","right","positive","How does Lnk contribute to the activation of PI3K?","","First Network"
"PIK3CD","response to","LEP","right","positive","Interestingly, such a mechanism has been proposed in vertebrates, where SH2B1 promotes IRS1 and IRS2-mediated activation of the PI3K pathway in response to Leptin.","","First Network"
"CALM3","activated","DNAH8","right","positive","Similarly, calcium pump related hydrolytic activities of the erythrocyte membrane fraction were measured as the calmodulin-activated Ca2+-ATPase and as the ATP-activated Ca2+-pNPPase activity.","","First Network"
"SERPINB2","inhibition","ATF3","right","positive","Most dramatic inhibitions of well over 80 percent were observed for Inhibin ?-A (93�3% inhibition), Npas4 (92�3% inhibition), Ifi202b (87�4% inhibition), and Serpinb2 (85�3% inhibition), and Atf3 (80�5%) (Figure 2).","","First Network"
"PL-5283","degradation","EREG","right","positive","XBP1 regulates a subset of ER-resident chaperones that are essential for protein folding, maturation, and degradation in the ER (34).","","First Network"
